,ID,Gender,Race,Age,Age_Group,Income,Credit_Score,Loan_Amount,Employment_Type,Education_Level,Citizenship_Status,Language_Proficiency,Disability_Status,Criminal_Record,Zip_Code_Group,Loan_Approved,CreditScore_Group,Suspicious
765,766,Male,White,75,Over 60,169304,618,78665,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban,0,Fair,True
6136,6137,Female,Black,82,Over 60,154740,618,200742,Full-time,Graduate,Visa Holder,Limited,No,No,Historically Redlined,0,Fair,True
7609,7610,Male,White,70,Over 60,161587,618,355962,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,0,Fair,True
9145,9146,Male,White,20,Under 25,156406,618,359851,Self-employed,Bachelor's,Citizen,Fluent,Yes,No,Urban Professional,0,Fair,True
5304,5305,Male,Black,60,25-60,158255,618,425510,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,0,Fair,True
3106,3107,Male,White,63,Over 60,36221,617,65454,Full-time,Graduate,Citizen,Fluent,Yes,Yes,High-income Suburban,1,Fair,True
685,686,Female,White,55,25-60,156833,617,253244,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,0,Fair,True
9112,9113,Male,White,71,Over 60,163412,617,215878,Self-employed,Some College,Citizen,Limited,No,No,Historically Redlined,0,Fair,True
972,973,Male,White,42,25-60,164157,616,369716,Part-time,Bachelor's,Citizen,Limited,No,No,Historically Redlined,0,Fair,True
537,538,Female,White,37,25-60,165117,615,82485,Part-time,Bachelor's,Citizen,Fluent,No,Yes,Working Class Urban,0,Fair,True
7016,7017,Male,Hispanic,49,25-60,173682,614,329172,Full-time,Bachelor's,Citizen,Fluent,Yes,Yes,Urban Professional,0,Fair,True
123,124,Female,Hispanic,47,25-60,167414,614,104183,Self-employed,High School,Citizen,Fluent,No,Yes,Urban Professional,0,Fair,True
6919,6920,Female,White,74,Over 60,165770,614,446715,Part-time,Some College,Citizen,Fluent,No,No,High-income Suburban,0,Fair,True
5371,5372,Female,White,29,25-60,30662,614,58049,Full-time,Bachelor's,Citizen,Fluent,No,Yes,Working Class Urban,1,Fair,True
2218,2219,Male,Hispanic,45,25-60,36217,612,102447,Self-employed,High School,Citizen,Fluent,No,No,Urban Professional,1,Fair,True
9801,9802,Male,Black,78,Over 60,155201,612,319531,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,0,Fair,True
3549,3550,Female,Hispanic,44,25-60,169246,611,74793,Self-employed,Bachelor's,Permanent Resident,Fluent,No,No,High-income Suburban,0,Fair,True
6313,6314,Female,White,79,Over 60,173069,611,210726,Part-time,High School,Citizen,Fluent,No,No,Urban Professional,0,Fair,True
1054,1055,Male,White,54,25-60,36062,611,121301,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,1,Fair,True
5403,5404,Female,White,69,Over 60,154321,611,345737,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,0,Fair,True
6081,6082,Female,White,37,25-60,162441,611,165729,Full-time,Graduate,Citizen,Limited,No,No,Historically Redlined,0,Fair,True
4531,4532,Female,White,81,Over 60,36618,610,238190,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,1,Fair,True
6496,6497,Male,Native American,43,25-60,154339,610,83494,Full-time,Some College,Citizen,Fluent,No,No,Historically Redlined,0,Fair,True
3748,3749,Female,White,59,25-60,42127,610,385192,Full-time,High School,Citizen,Limited,No,No,Working Class Urban,1,Fair,True
9021,9022,Female,White,66,Over 60,160431,610,401921,Full-time,Graduate,Citizen,Fluent,Yes,No,High-income Suburban,0,Fair,True
7726,7727,Female,Hispanic,68,Over 60,166576,610,430139,Full-time,Some College,Citizen,Fluent,Yes,No,Urban Professional,0,Fair,True
6738,6739,Male,Asian,61,Over 60,156906,610,103836,Self-employed,Some College,Citizen,Fluent,No,No,Rural,0,Fair,True
6630,6631,Male,White,40,25-60,162462,609,367825,Gig,High School,Citizen,Fluent,No,No,Historically Redlined,0,Fair,True
1242,1243,Female,White,46,25-60,42731,609,241518,Self-employed,Some College,Citizen,Limited,No,No,High-income Suburban,1,Fair,True
8705,8706,Male,Black,73,Over 60,162332,609,273200,Full-time,Some College,Citizen,Fluent,No,Yes,Urban Professional,0,Fair,True
5302,5303,Female,White,52,25-60,42346,608,279353,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,1,Fair,True
8504,8505,Female,White,30,25-60,40381,608,365355,Full-time,Bachelor's,Citizen,Fluent,Yes,No,High-income Suburban,1,Fair,True
4874,4875,Female,Hispanic,67,Over 60,28270,608,220516,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Urban Professional,1,Fair,True
7538,7539,Female,White,44,25-60,162276,608,115604,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional,0,Fair,True
7810,7811,Male,White,26,25-60,167459,607,413122,Unemployed,High School,Citizen,Limited,No,Yes,Urban Professional,0,Fair,True
256,257,Female,White,81,Over 60,162757,606,176340,Full-time,High School,Citizen,Fluent,No,No,Rural,0,Fair,True
7623,7624,Male,White,76,Over 60,169332,606,422558,Full-time,High School,Permanent Resident,Fluent,No,No,Rural,0,Fair,True
9186,9187,Female,Black,50,25-60,25947,606,206146,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,1,Fair,True
1770,1771,Male,White,44,25-60,153620,606,403943,Full-time,High School,Permanent Resident,Fluent,No,No,Working Class Urban,0,Fair,True
1879,1880,Female,Black,48,25-60,160074,606,416167,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional,0,Fair,True
4835,4836,Female,Asian,38,25-60,163165,605,231180,Full-time,Bachelor's,Citizen,Fluent,No,Yes,Working Class Urban,0,Fair,True
239,240,Non-binary,Black,64,Over 60,155090,605,408434,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,0,Fair,True
5071,5072,Male,Hispanic,42,25-60,155631,605,127588,Full-time,High School,Citizen,Limited,No,No,Working Class Urban,0,Fair,True
979,980,Male,White,55,25-60,37476,605,393694,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,1,Fair,True
8864,8865,Female,White,18,Under 25,173128,604,301776,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,0,Fair,True
3309,3310,Female,Black,28,25-60,156703,604,60273,Unemployed,Some College,Citizen,Limited,No,No,Urban Professional,0,Fair,True
4988,4989,Male,White,29,25-60,26272,604,169162,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Urban Professional,1,Fair,True
46,47,Male,Black,30,25-60,26577,604,220824,Part-time,Graduate,Citizen,Fluent,No,No,Historically Redlined,1,Fair,True
8306,8307,Male,Black,76,Over 60,158941,604,268670,Full-time,Bachelor's,Visa Holder,Fluent,No,Yes,Historically Redlined,0,Fair,True
7978,7979,Female,Asian,77,Over 60,167316,603,368476,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,0,Fair,True
4137,4138,Female,White,19,Under 25,171614,603,176790,Full-time,Graduate,Permanent Resident,Limited,No,No,Working Class Urban,0,Fair,True
9278,9279,Female,Hispanic,39,25-60,170949,603,448732,Full-time,Some College,Citizen,Fluent,Yes,No,Working Class Urban,0,Fair,True
7464,7465,Male,Hispanic,35,25-60,170501,603,361568,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,0,Fair,True
1623,1624,Female,White,70,Over 60,159965,602,382387,Part-time,Some College,Citizen,Limited,No,No,High-income Suburban,0,Fair,True
5778,5779,Female,White,66,Over 60,174558,602,140970,Full-time,High School,Visa Holder,Fluent,Yes,No,High-income Suburban,0,Fair,True
3705,3706,Male,Asian,62,Over 60,167942,601,141039,Full-time,High School,Citizen,Limited,No,Yes,Urban Professional,0,Fair,True
3485,3486,Female,White,66,Over 60,154997,601,264912,Gig,High School,Citizen,Fluent,No,No,High-income Suburban,0,Fair,True
2395,2396,Female,White,25,25-60,174965,600,297719,Unemployed,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,0,Fair,True
66,67,Female,White,74,Over 60,154902,600,397328,Full-time,Bachelor's,Permanent Resident,Fluent,Yes,No,Working Class Urban,0,Fair,True
3273,3274,Male,Hispanic,46,25-60,39970,599,212809,Full-time,Some College,Visa Holder,Fluent,No,No,Rural,1,Fair,True
8108,8109,Male,White,47,25-60,154398,599,339715,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,0,Fair,True
1023,1024,Male,Multiracial,20,Under 25,26752,598,247245,Full-time,High School,Permanent Resident,Fluent,No,No,Historically Redlined,1,Fair,True
9759,9760,Female,White,68,Over 60,32195,597,203805,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,1,Fair,True
249,250,Non-binary,Hispanic,39,25-60,169592,597,100705,Self-employed,High School,Citizen,Fluent,No,No,High-income Suburban,0,Fair,True
1822,1823,Female,Asian,23,Under 25,31687,597,209258,Full-time,Graduate,Citizen,Fluent,Yes,No,Urban Professional,1,Fair,True
9306,9307,Female,Black,46,25-60,166197,595,365037,Part-time,High School,Permanent Resident,Fluent,No,No,Working Class Urban,0,Fair,True
4124,4125,Male,White,30,25-60,33296,595,343364,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,1,Fair,True
7240,7241,Male,White,49,25-60,32813,595,435131,Full-time,High School,Visa Holder,Fluent,Yes,No,Urban Professional,1,Fair,True
87,88,Female,Hispanic,45,25-60,171604,594,281611,Part-time,Bachelor's,Citizen,Fluent,Yes,No,Rural,0,Fair,True
2094,2095,Female,Hispanic,37,25-60,29365,594,442850,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,1,Fair,True
7425,7426,Female,White,32,25-60,159487,594,63939,Full-time,High School,Citizen,Fluent,No,No,Rural,0,Fair,True
9880,9881,Female,Multiracial,25,25-60,43504,594,323936,Gig,Some College,Citizen,Fluent,No,No,Historically Redlined,1,Fair,True
9881,9882,Male,White,52,25-60,161962,594,356993,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,0,Fair,True
3947,3948,Female,White,23,Under 25,173613,594,274400,Full-time,Bachelor's,Visa Holder,Fluent,Yes,No,Working Class Urban,0,Fair,True
3656,3657,Male,White,27,25-60,164770,594,356577,Full-time,High School,Citizen,Limited,No,No,Working Class Urban,0,Fair,True
5050,5051,Female,White,32,25-60,166014,594,198359,Full-time,High School,Citizen,Fluent,No,No,Historically Redlined,0,Fair,True
9551,9552,Male,White,73,Over 60,172301,594,402252,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,0,Fair,True
8366,8367,Female,White,37,25-60,42994,593,257822,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,1,Fair,True
3845,3846,Female,White,41,25-60,46353,593,316428,Full-time,Some College,Citizen,Fluent,No,Yes,High-income Suburban,1,Fair,True
390,391,Male,White,38,25-60,47402,593,82955,Full-time,Bachelor's,Visa Holder,Fluent,No,No,Historically Redlined,1,Fair,True
2317,2318,Male,Hispanic,73,Over 60,37129,593,135196,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,1,Fair,True
3326,3327,Male,White,21,Under 25,157794,593,210054,Full-time,Graduate,Visa Holder,Fluent,Yes,No,High-income Suburban,0,Fair,True
600,601,Female,White,49,25-60,158029,591,319567,Self-employed,Bachelor's,Citizen,Fluent,Yes,No,Working Class Urban,0,Fair,True
6119,6120,Female,White,28,25-60,174030,591,386863,Self-employed,Some College,Citizen,Limited,Yes,No,Rural,0,Fair,True
2039,2040,Female,White,43,25-60,44404,591,338384,Full-time,Some College,Citizen,Fluent,No,No,Rural,1,Fair,True
1174,1175,Non-binary,Asian,62,Over 60,162922,591,277972,Part-time,Some College,Citizen,Fluent,No,No,High-income Suburban,0,Fair,True
5286,5287,Male,White,79,Over 60,158302,589,92859,Part-time,High School,Citizen,Limited,No,No,Working Class Urban,0,Fair,True
1363,1364,Male,Hispanic,52,25-60,46528,589,50446,Gig,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,1,Fair,True
4855,4856,Male,White,66,Over 60,168018,589,434714,Full-time,Bachelor's,Citizen,Fluent,Yes,Yes,Rural,0,Fair,True
6925,6926,Male,White,75,Over 60,159894,588,170154,Gig,Graduate,Citizen,Limited,No,No,Urban Professional,0,Fair,True
4637,4638,Female,White,20,Under 25,172933,587,58289,Part-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,0,Fair,True
1645,1646,Female,White,74,Over 60,157323,587,90180,Self-employed,High School,Citizen,Fluent,No,No,High-income Suburban,0,Fair,True
8653,8654,Female,Hispanic,47,25-60,45994,587,258547,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,1,Fair,True
226,227,Male,Asian,20,Under 25,167593,586,71157,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,0,Fair,True
6829,6830,Female,Hispanic,82,Over 60,161609,586,191424,Self-employed,Bachelor's,Visa Holder,Fluent,No,No,Working Class Urban,0,Fair,True
2766,2767,Male,White,81,Over 60,155317,585,240539,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,0,Fair,True
5721,5722,Male,White,46,25-60,43621,585,371538,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional,1,Fair,True
2604,2605,Male,White,58,25-60,42557,584,274974,Full-time,High School,Citizen,Fluent,No,Yes,Rural,1,Fair,True
1978,1979,Male,White,81,Over 60,168805,584,84411,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,0,Fair,True
925,926,Female,White,69,Over 60,165662,583,327418,Full-time,Some College,Citizen,Fluent,Yes,No,Working Class Urban,0,Fair,True
1000,1001,Female,White,40,25-60,35486,583,164268,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,1,Fair,True
3764,3765,Female,White,60,25-60,25360,583,250231,Gig,Graduate,Citizen,Fluent,No,No,Urban Professional,1,Fair,True
637,638,Male,White,49,25-60,171129,582,91327,Full-time,High School,Visa Holder,Limited,No,No,High-income Suburban,0,Fair,True
3697,3698,Male,White,47,25-60,157112,582,98641,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,0,Fair,True
1109,1110,Non-binary,White,46,25-60,159408,582,87550,Part-time,Graduate,Permanent Resident,Fluent,No,Yes,High-income Suburban,0,Fair,True
4373,4374,Female,White,45,25-60,168670,582,145534,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,0,Fair,True
5090,5091,Male,Black,55,25-60,174470,582,51374,Full-time,Some College,Permanent Resident,Fluent,No,No,Rural,0,Fair,True
7508,7509,Male,White,44,25-60,44417,582,277292,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,1,Fair,True
4207,4208,Male,White,67,Over 60,157639,581,70437,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Historically Redlined,0,Fair,True
7325,7326,Male,Black,66,Over 60,154911,581,250890,Part-time,Some College,Citizen,Fluent,No,No,Urban Professional,0,Fair,True
1076,1077,Male,White,20,Under 25,169362,581,284826,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,0,Fair,True
8497,8498,Male,White,24,Under 25,25095,581,70286,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,1,Fair,True
2150,2151,Male,White,44,25-60,27753,580,326227,Full-time,High School,Citizen,Fluent,No,No,Historically Redlined,1,Fair,True
8000,8001,Male,White,57,25-60,166579,579,99889,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,0,Poor,True
2786,2787,Male,Hispanic,24,Under 25,167322,579,388283,Full-time,Bachelor's,Citizen,Fluent,No,Yes,High-income Suburban,0,Poor,True
5166,5167,Male,Hispanic,53,25-60,170061,578,226169,Part-time,Some College,Citizen,Fluent,No,No,Urban Professional,0,Poor,True
4338,4339,Female,White,54,25-60,167583,578,266743,Self-employed,Graduate,Citizen,Fluent,No,Yes,Urban Professional,0,Poor,True
9758,9759,Male,White,41,25-60,35403,578,192223,Full-time,Graduate,Citizen,Fluent,Yes,No,Working Class Urban,1,Poor,True
3124,3125,Male,White,70,Over 60,167692,578,332435,Self-employed,Bachelor's,Visa Holder,Limited,No,No,Rural,0,Poor,True
4171,4172,Female,White,38,25-60,153623,578,331839,Self-employed,Some College,Citizen,Limited,No,No,High-income Suburban,0,Poor,True
3270,3271,Female,Hispanic,73,Over 60,172412,577,165357,Unemployed,High School,Citizen,Fluent,No,No,Working Class Urban,0,Poor,True
9700,9701,Female,White,71,Over 60,171562,577,424722,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,0,Poor,True
3815,3816,Female,Black,59,25-60,173077,577,108425,Gig,High School,Citizen,Fluent,No,No,Urban Professional,0,Poor,True
275,276,Male,Black,49,25-60,172660,577,388364,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,0,Poor,True
521,522,Female,Hispanic,82,Over 60,162136,577,241441,Part-time,High School,Permanent Resident,Fluent,No,No,High-income Suburban,0,Poor,True
9675,9676,Male,Native American,77,Over 60,171980,576,254382,Full-time,Some College,Citizen,Fluent,Yes,No,High-income Suburban,0,Poor,True
3340,3341,Male,White,71,Over 60,36272,576,310294,Full-time,Bachelor's,Citizen,Fluent,No,Yes,Rural,1,Poor,True
2937,2938,Female,Black,45,25-60,170437,576,322822,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban,0,Poor,True
7026,7027,Male,White,39,25-60,168530,576,350492,Self-employed,Some College,Citizen,Limited,No,No,Working Class Urban,0,Poor,True
5654,5655,Male,Hispanic,63,Over 60,173941,576,299185,Full-time,Some College,Permanent Resident,Limited,No,No,Working Class Urban,0,Poor,True
3711,3712,Male,Black,47,25-60,159882,575,310470,Full-time,Some College,Citizen,Fluent,No,No,Rural,0,Poor,True
6308,6309,Female,Hispanic,80,Over 60,174944,575,132759,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional,0,Poor,True
5519,5520,Male,Hispanic,75,Over 60,165314,575,104276,Full-time,Some College,Citizen,Fluent,No,No,Historically Redlined,0,Poor,True
837,838,Male,White,58,25-60,168158,575,434723,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,0,Poor,True
204,205,Female,Asian,25,25-60,174863,574,184188,Full-time,Some College,Citizen,Limited,No,No,Working Class Urban,0,Poor,True
7250,7251,Female,White,45,25-60,171323,574,105376,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,0,Poor,True
9653,9654,Female,Black,26,25-60,168272,574,204326,Full-time,Graduate,Citizen,Limited,No,No,Urban Professional,0,Poor,True
2307,2308,Female,White,33,25-60,167724,574,437283,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,0,Poor,True
4922,4923,Female,Hispanic,55,25-60,161193,573,62646,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,0,Poor,True
7847,7848,Female,Asian,37,25-60,44534,573,175918,Part-time,Graduate,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
2857,2858,Non-binary,Asian,51,25-60,174670,572,283535,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,0,Poor,True
7921,7922,Female,White,22,Under 25,168003,572,430174,Part-time,High School,Citizen,Fluent,No,No,Urban Professional,0,Poor,True
7368,7369,Female,Asian,21,Under 25,154140,572,108423,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,0,Poor,True
6161,6162,Female,Hispanic,55,25-60,154268,571,289562,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,0,Poor,True
4546,4547,Female,Hispanic,46,25-60,40686,571,140045,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
4548,4549,Female,White,72,Over 60,163070,571,324111,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,0,Poor,True
6644,6645,Female,White,20,Under 25,170044,571,119977,Gig,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,0,Poor,True
6429,6430,Female,White,66,Over 60,167106,570,284275,Full-time,Some College,Citizen,Fluent,No,No,Historically Redlined,0,Poor,True
6026,6027,Male,Asian,33,25-60,156638,570,128887,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,0,Poor,True
1883,1884,Female,White,61,Over 60,163814,570,75933,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban,0,Poor,True
3868,3869,Female,White,47,25-60,164999,569,151514,Full-time,Some College,Citizen,Fluent,No,No,Rural,0,Poor,True
6624,6625,Male,Black,80,Over 60,174133,569,412274,Gig,Some College,Citizen,Fluent,No,No,High-income Suburban,0,Poor,True
